"Survey Date and Time","Surveyer id","General Data-Tehsil","General Data-District","General Data-Establishment Address","General Data-Udyog Registered","General Data-If yes Number","General Data-Class","General Data-Sector","General Data-If Any Other Sector Please specify","General Data-Year of Establishment","Details of the Business-Name of Business","Details of the Business-Type of Unit","Details of the Business-Nature of Operation","Details of the Business-Nature Of Job","Details of the Business-Nature Of Employment","Employee Size-2016-17","Employee Size-2017-18","Employee Size-2018-19","Employee Size-2019-20","Employee Size-2020-21","Details of the Finances and Expenses-(Monthly  Cost)-2016-17","Details of the Finances and Expenses-(Monthly  Cost)-2017-18","Details of the Finances and Expenses-(Monthly  Cost)-2018-19","Details of the Finances and Expenses-(Monthly  Cost)-2019-20","Details of the Finances and Expenses-(Monthly  Cost)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2016-17","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2017-18","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2018-19","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2019-20","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2016-17","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2017-18","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2018-19","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2019-20","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Scheme Name under which it was availed)-Scheme","Photos-Person interviewed","Photos-Signboard of Company","Photos-Picture of business operation"
"2021-08-14 05:29:41",34,"kidwai nagar","Kanpur Nagar","1701/ 266, y block judaai nagar",No,,"[""Services""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,12000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:06:20",34,sarnath,Varanasi,"khalispur, sarnat, ",No,,"[""Services""]","Repairing & Services",,2018,shop,Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,10000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:31:01",34,baraut,Baghpat,"bhagwan ranveer marg, ",No,,"[""Services""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Permanent,,,,1,2,,,,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 02:58:27",34,aligarh,Aligarh,aligarh,No,,"[""Services""]","Food products",,2019,fodd,Micro,Seasonal,Unskilled,Permanent,,,,2,2,,,,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:53:37",34,"jwala nagar",Rampur,"aagapur road jwala nagar",No,,"[""Services""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Permanent,,,,1,2,,,,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:07:52",34,kanpur,"Kanpur Nagar","36,, Kanpur",No,,"[""Services""]","Repairing & Services",,2019,shop,Micro,Perennial,Semi-Skilled,Permanent,,,,1,1,,,,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:32:19",34,bilsanada,Pilibhit,"near ambedkar nagar, ghanshyam pur",No,,"[""Services""]","Repairing & Services",,2018,shop,Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,10000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:36:49",34,"kaka nagar","Shamali (Prabuddh Nagar)","Hanuman mandir ke pichhe, kaka nagar ",No,,"[""Services""]","Wood products",,2018,wood,Small,Perennial,Semi-Skilled,Permanent,,,1,1,1,,,50000,50000,50000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:59:18",34,sabun,Agra,"opp sbi hathras road agra ",No,,"[""Services""]","Metal products",,2019,metal,Small,Seasonal,Semi-Skilled,Permanent,,,,2,3,,,,50000,50000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:16:24",34,jalalpur,Aligarh,"vill post GB jalalpur, dist aligarh",No,,"[""Services""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,15000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:38:12",34,farrukhabad,Farrukhabad,"3/75 pakka pul farrukhabad",No,,"[""Services""]","Hosiery Garments",,2019,garments,Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,15000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:43:24",34,"ghunna maheshav",Saharanpur,"village premi mirzapur",No,,"[""Services""]","Repairing & Services",,2018,shop,Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,10000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:09:55",34,muradnagar,Ghaziabad,"chungi no. rawali road",No,,"[""Services""]","Food products",,2019,shop,Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:43:16",37,bilsanda,Pilibhit,"ward no 06 purana aspatal ke piche",No,,"[""Services""]","Food products",,2020,"foods products ",Small,Casual,Skilled,Skilled,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:01:10",34,sabun,Meerut,"216- 1 sabun godan nearly line meerut",No,,"[""Services""]","Leather products",,2020,leather,Micro,Perennial,Semi-Skilled,Permanent,,,,,1,,,,,35000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:19:57",37,Gorakhpur,Gorakhpur,"ajay nagar post gorakhnath",No,,"[""Manufacturing""]","Hosiery Garments",,2019,"hosiery ",Micro,Seasonal,Skilled,Skilled,,,,2,1,,,,200000,300000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:11:34",34,"sagra tirah",Amethi,"08 sagar tiraha amethi",No,,"[""Services""]","Repairing & Services",,2019,food,Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,12000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:29:23",37,kheri,Rampur,"devriya post lucky pad Ganj",No,,"[""Manufacturing""]","Food products",,2016,"foods products ",Micro,Perennial,Skilled,Skilled,1,1,1,1,1,1000,1000,1000,1000,1000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:39:45",34,kasmanda,Sitapur,"master bag jadaura",No,,"[""Services""]","Repairing & Services",,2018,shop,Micro,Seasonal,Unskilled,Contractual,,,1,1,1,,,12000,15000,18000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:07:04",37,bijnor,Bijnor,"dara nagar gung bijnor",No,,"[""Manufacturing""]","Food products",,2020,"foods products ",Micro,Casual,Semi-Skilled,Skilled,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:13:10",34,"the tilsipur",Balrampur,"village gainrahwa uthe tulsipur",No,,"[""Services""]","Repairing & Services",,2018,shop,Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,15000,10000,90000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:22:39",37,Allahabad,Allahabad,"Prabhas imaliya Sultanpur Khas",No,,"[""Manufacturing""]","Repairing & Services",,2020,"repairing ",Small,Casual,Skilled,Skilled,,,,,1,,,,,500000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:02:45",34,"sanjay nagar",Ghaziabad,"khasra no. 1006 guldhar ii sector 23 ",No,,"[""Services""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,13000,12000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:46:49",37,Saharanpur,Saharanpur,"Surana Surana Nagpur",No,,"[""Manufacturing""]","Hosiery Garments",,2019,"hosiery ",Small,Perennial,Skilled,Contractual,,,,1,2,,,,10000,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:41:42",34,"kutchery ",RaeBareli,"jj plaza shopping complex",No,,"[""Services""]","Food products",,2019,shop,Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:51:14",37,"bijnor ",Bijnor,"vill shivala kalan distt bijnor",No,,"[""Manufacturing""]","Repairing & Services",,2021,"repairing ",Micro,Casual,Skilled,Skilled,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:14:59",34,jhansi,Jhansi,"676 o/s unnao gate jhansi",No,,"[""Services""]","Repairing & Services",,2018,shop,Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,10000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:18:53",37,"sasabad ",Hathras,"will Gandhi Award hampta Sadabad",No,,"[""Manufacturing""]","Wood products",,2016,"woot products ",Small,Perennial,Skilled,Skilled,1,1,1,1,1,1000,1000,1000,1000,1000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:50:36",37,"panchsheel nagar",Banda,"assoda  Meerut road hapur",No,,"[""Manufacturing""]","Wood products",,2016,"center ",Micro,Perennial,Skilled,Permanent,1,1,1,1,1,500000,500000,500000,500000,500000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:14:20",37,dhampur,Bijnor,"moh gungi sarai islam nagar",No,,"[""Manufacturing""]","Repairing & Services",,2020,"repairing ",Micro,Casual,Skilled,Skilled,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:33:23",37,sandi,Hardoi,"chansura sandi hardoi",No,,"[""Manufacturing""]","Food products",,2016,"foods products ",Small,Casual,Skilled,Skilled,1,1,1,1,1,1000,1000,1000,1000,1000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:07:31",37,"Gautam Buddh Nagar","Gautam Buddha Nagar","101 old gandhi nagar near ",No,,"[""Manufacturing""]","Food products",,2021,"foods products ",Small,Seasonal,Unskilled,Skilled,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:27:36",37,Ghaziabad,Ghaziabad,"Sector 8/30a first floor Chiranjeev Vihar",No,,"[""Manufacturing""]","Repairing & Services",,2019,"repairing ",Micro,Perennial,Skilled,Skilled,,,,2,1,,,,200000,300000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:37:22",37,sandi,Hardoi,"Adampur Sunday Hardoi",No,,"[""Manufacturing""]","Wood products",,2016,"foods products ",Small,Seasonal,Skilled,Skilled,1,1,1,1,1,20000,20000,20000,20000,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:10:59",37,"ghazipur ",Ghazipur,"phoolpur nawabad ghazipur ",No,,"[""Manufacturing""]","Food products",,2019,"foods products ",Micro,Seasonal,Skilled,Skilled,,,,1,2,,,,10000,50000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:56:37",37,"varanasi  ",Varanasi,"vill girdharpur post badhara",No,,"[""Manufacturing""]","Food products",,2020,"repairing ",Small,Seasonal,Skilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:59:28",37,"muzaffar nagar",Muzaffarnagar,"80 sarai raipur aterna rampur",No,,"[""Manufacturing""]","Repairing & Services",,2021,"foods products ",Micro,Seasonal,Skilled,Skilled,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:35:02",37,madhoganj,Hardoi," 222 baghmara police station madhoganj",No,,"[""Manufacturing""]",Other,"foods products ",2016,"foods products ",Micro,Perennial,Semi-Skilled,Skilled,1,1,1,1,1,4500,4500,4500,4500,4500,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:50:57",37,"meerut ",Meerut,"108 sabun godan bagpat road meerut ",No,,"[""Manufacturing""]","Repairing & Services",,2019,"repairing ",Micro,Seasonal,Skilled,Skilled,,,,1,2,,,,10000,50000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:58:25",37,pandeypur,Chandauli,"at po dharde chandauli",No,,"[""Manufacturing""]","Repairing & Services",,2016,"foods products ",Micro,Seasonal,Skilled,Skilled,1,1,1,1,1,1000,1000,1000,1000,1000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:30:09",37,Bijnor,Bijnor,"village Dariyapur Tahsil Najibabad dist Bijnor",No,,"[""Manufacturing""]","Food products",,2021,"foods products ",Small,Seasonal,Skilled,Skilled,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:17:37",37,Varanasi,Varanasi,"plot number 2 araji number 994 Naya Nagar Colony",No,,"[""Manufacturing""]",Other,"manufacturing ",2019,"manufacturing ",Small,Perennial,Skilled,Skilled,,,,2,1,,,,20000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:24:52",37,Pratapgarh,Pratapgarh,"near mdpg college Allahabad Bank Sadar",No,,"[""Manufacturing""]",Other,"soups ",2016,"soups ",Small,Casual,Skilled,Permanent,1,1,1,1,1,10000,10000,10000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:39:55",37,tundla,Firozabad,"139 post office ke peeche tundla",No,,"[""Manufacturing""]","Food products",,2016,"repairing ",Micro,Casual,Skilled,Skilled,1,1,1,1,1,800,800,800,800,800,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:05:00",37,Gorakhpur,Gorakhpur,"benduar post  ahirauli bajar",No,,"[""Manufacturing""]","Food products",,2021,"foods products ",Small,Perennial,Unskilled,Skilled,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:53:20",37,"lucknow ",Lucknow,"s/o biharilal 1b /256",No,,"[""Manufacturing""]","Hosiery Garments",,2020,"hosiery ",Medium,Casual,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:42:31",37,sonarpur,Varanasi,"s/o mr asok khattar b2i/bhelupur",No,,"[""Manufacturing""]",Other,"soups ",2016,"soups ",Small,Casual,Skilled,Skilled,1,1,1,1,1,5000,5000,5000,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:59:36",37,Sambalpur,"Sambhal (Bhim Nagar)","hatim sunrise in Sambalpuri up",No,,"[""Manufacturing""]","Food products",,2021,"foods products ",Medium,Casual,Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,MSE-CDP,,,
"2021-08-14 11:45:21",37,"Ratan Lal Nagar","Kanpur Nagar","minilig 33 daboli west kanpur",No,,"[""Manufacturing""]","Repairing & Services",,2016,"repairing ",Small,Casual,Unskilled,Skilled,1,1,1,1,1,40000,40000,40000,40000,40000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:11:56",37,moradabad,Moradabad,"s/ nizakat Husain Lalbagh gali number  1",No,,"[""Manufacturing""]","Food products",,2016,"foods products ",Micro,Seasonal,Skilled,Skilled,1,1,1,1,1,40000,40000,40000,40000,40000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:21:47",37,Shahjahanpur,Shahjahanpur,"109 buxariyan chowk shahjanpur",No,,"[""Manufacturing""]","Food products",,2020,"foods products ",Small,Casual,Skilled,Skilled,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:36:19",37,Jaunpur,Jaunpur,"nakhaas house Nabab Jaunpur",No,,"[""Manufacturing""]","Food products",,2021,"repairing ",Micro,Casual,Skilled,Skilled,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:25:14",37,Etawah,Etawah,"257 Shakuntala Nagar new Mandi Etawah",No,,"[""Manufacturing""]","Repairing & Services",,2021,"foods products ",Micro,Seasonal,Semi-Skilled,Skilled,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:21:06",37,dadoni,Kannauj,"  vill Bijnor post dist Kannauj",No,,"[""Manufacturing""]","Repairing & Services",,2016,"vill Bijnor post the donor District Kannauj",Micro,Perennial,Skilled,Skilled,1,1,1,1,1,4500,4500,4500,4500,4500,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:50:53",37,navigung,Mainpuri,"h no 73 gt road bewarpo bewer",No,,"[""Manufacturing""]","Machinery & Part except electrical",,2016,"manufacturing ",Small,Casual,Skilled,Skilled,1,1,1,1,1,100000,100000,10000,100000,100000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:25:25",37,Dhoni,Kannauj,"distribution post the Donna District Kannauj",No,,"[""Manufacturing""]","Repairing & Services",,2016,"repairing ",Small,Casual,Skilled,Skilled,1,1,1,1,1,5000,5000,5000,5000,100000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:56:32",37,"Kasturba Marg","Kanpur Nagar","131 /4 new Babu Purwa kaloni",No,,"[""Manufacturing""]","Food products",,2016,"foods products ",Micro,Perennial,Unskilled,Skilled,1,1,1,1,1,40000,40000,40000,40000,40000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:03:14",37,Mirzapur,Mirzapur,"VPOgola lala ahraura Mirzapur",No,,"[""Manufacturing""]","Repairing & Services",,2020,"foods products ",Micro,Casual,Skilled,Skilled,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:48:43",37,Firozabad,Firozabad,"gli no 13 hundawala bagh firojabad",No,,"[""Manufacturing""]","Repairing & Services",aut0,2020,"foods products ",Small,Casual,Skilled,Skilled,,,,,1,,,,,300000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:31:49",37,Gorakhpur,Gorakhpur,"s/o Lala Babu Jagat near Mata Mandir",No,,"[""Manufacturing""]","Wood products",,2016,"repairing ",Medium,Casual,Skilled,Skilled,1,1,1,1,1,7000,7000,7000,7000,7000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:28:51",37,Barabanki,Lucknow,"hn Mohammadpur Khatri Kalyanpur",No,,"[""Manufacturing""]","Food products",,2021,"foods products ",Small,Seasonal,Semi-Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:00:16",37,"chapunna ",Kannauj,"kakraihiya gayaspur kannauj ",No,,"[""Manufacturing""]","Repairing & Services",,2016,"repairing ",Micro,Perennial,Skilled,Skilled,1,1,1,1,1,4000,4000,4000,4000,3000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:34:40",37,"panchashil Nagar","Hapur (Panchsheel Nagar)","698 noor bafan hapur",No,,"[""Manufacturing""]","Food products",,2016,"foods products ",Small,Casual,Skilled,Skilled,1,1,1,1,1,100000,100000,100000,100000,100000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:38:44",37,"Pandey Pur",Chandauli,"will post baburi Chandauli district Chandauli",No,,"[""Manufacturing""]","Repairing & Services",,2016,"foods products ",Small,Seasonal,Skilled,Skilled,1,1,1,1,1,10000,10000,10000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:05:30",37,Muradabad,Moradabad,"s/ Ansari nazakat husain ",No,,"[""Manufacturing""]","Leather products",,2016,"woot products ",Micro,Seasonal,Skilled,Skilled,2,1,1,1,1,200000,100000,100000,100000,100000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:32:14",37,Hapur,"Hapur (Panchsheel Nagar)","r/o vill tumerail hapur ",No,,"[""Manufacturing""]","Hosiery Garments",,2020,"hosiery ",Micro,Seasonal,Skilled,Skilled,,,,,1,,,,,100000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:42:30",37,"sarvoday Nagar",Lucknow,"3rd floor near Delhi Naza market",No,,"[""Manufacturing""]","Repairing & Services",,2016,"repairing ",Small,Casual,Skilled,Skilled,1,1,1,1,1,200000,100000,100000,100000,100000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:27:06",37,"lucknow ",Lucknow,"5/201 s.states Jankipuram Lucknow",No,,"[""Manufacturing""]","Food products",,2020,"foods products ",Micro,Seasonal,Semi-Skilled,Skilled,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:57:25",37,Jaunpur,Jaunpur,"sipah Jaunpur UP",No,,"[""Manufacturing""]","Food products",,2020,"foods products ",Small,Casual,Skilled,Skilled,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:19:22",37,"deoria abubakar ",Deoria,"hno 243 dr khursid wali gali abubakar",No,,"[""Manufacturing""]","Hosiery Garments",,2020,"hosiery ",Micro,Seasonal,Semi-Skilled,Skilled,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:51:05",37,Azamgarh,Azamgarh,"ishapur Kushinagar phoolpur district",No,,"[""Manufacturing""]","Repairing & Services",,2020,"repairing ",Small,Seasonal,Semi-Skilled,Skilled,,,,,1,,,,,1000000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:55:19",37,Gorakhpur,Gorakhpur,"marapar tumkuhi distt",No,,"[""Manufacturing""]","Repairing & Services",,2020,"repairing ",Medium,Casual,Skilled,Skilled,,,,,1,,,,,200000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:05:13",37," mainpuri",Mainpuri,"dr Kapoor Wali Gali Katra Mainpuri",No,,"[""Manufacturing""]","Repairing & Services",,2021,"repairing ",Micro,Casual,Skilled,Skilled,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:59:20",37,Gosaiganj,Lucknow,"kapera madarpur gosaiganj",No,,"[""Manufacturing""]","Repairing & Services",,2016,"foods products ",Small,Casual,Skilled,Permanent,1,1,1,1,1,10000,10000,10000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:09:08",37,muzaffarnagar,Muzaffarnagar,"625 no 16 Subhash Nagar Gandhi Colony Muzaffarnagar",No,,"[""Manufacturing""]","Repairing & Services",,2016,"repairing ",Micro,Casual,Skilled,Skilled,1,1,1,1,1,3000,3000,3000,3000,3000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:24:06",37,muradabad,Moradabad,"house no 7c 146 buddhi vihar",No,,"[""Manufacturing""]","Repairing & Services",,2020,"repairing ",Medium,Casual,Skilled,Skilled,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:08:28",37,Muzaffarnagar,Muzaffarnagar,"nai basti vill almaspur mzn muzaffarnagar",No,,"[""Manufacturing""]","Food products",,2021,"repairing ",Small,Seasonal,Unskilled,Skilled,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:02:43",37,Unnao,Unnao,"981 pathar colony",No,,"[""Manufacturing""]","Food products",,2016,"foods products ",Medium,Perennial,Unskilled,Skilled,1,1,1,1,1,1000,1000,1000,1000,1000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:11:36",37,Bijnor,Bijnor,"aurangshapur gangdash nehtaur",No,,"[""Manufacturing""]","Repairing & Services",,2020,bijnor,Small,Perennial,Skilled,Skilled,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:18:41",37,"aligarh ",Aligarh,"gali number 4 Rambagh Colony",No,,"[""Manufacturing""]","Food products",,2016,"repairing ",Micro,Casual,Unskilled,Skilled,1,1,1,1,1,10000,5000,5000,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:11:03",37,"beerakheri ",Saharanpur,"vpo randeva saharanpur",No,,"[""Manufacturing""]","Repairing & Services",,2020,"repairing ",Micro,Casual,Skilled,Skilled,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:37:50",37,Bulandshahar,Bulandshahr,"Himmat Gandhi Teh Dubai",No,,"[""Manufacturing""]","Repairing & Services",,2020,"repairing ",Small,Casual,Skilled,Skilled,,,,,1,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:31:03",37,Rampur,Rampur,"vill dhanora po suar teh suar",No,,"[""Manufacturing""]","Hosiery Garments",,2020,"hosiery ",Medium,Casual,Skilled,Skilled,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:34:00",37,naviganj,Mainpuri,"kiraoli post tiroli Kisan District Mainpuri",No,,"[""Manufacturing""]","Repairing & Services",,2016,"repairing ",Micro,Perennial,Skilled,Permanent,5,5,5,5,5,75000,75000,70000,70000,70000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:13:32",37,Varanasi,Varanasi,"s-23/1 dhelwariya chukaghat",No,,"[""Manufacturing""]","Hosiery Garments",,2021,"hosiery ",Micro,Perennial,Skilled,Skilled,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:00:37",37,Lakhimpur,"Lakhimpur - Kheri","voll nyi basti parewa lakhimpur",No,,"[""Manufacturing""]","Hosiery Garments",,2019,"hosiery ",Micro,Casual,Unskilled,Skilled,,,,2,1,,,,200000,100000,,,,,,,,,,,PMS,,,
"2021-08-14 06:32:16",37,Bijnor,Bijnor,"moh raisan daxsini haldaur",No,,"[""Manufacturing""]","Food products",,2019,"foods products ",Small,Casual,Skilled,Skilled,,,,2,1,,,,20000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:54:57",37,Rajapur,Pratapgarh," Parmeshwar Din Vishwakarma",No,,"[""Manufacturing""]",Other,"foods products ",2016,"foods products ",Small,Casual,Skilled,Skilled,1,1,1,1,1,1,1,1,1,1,10000,10000,10000,5000,5000,"Punjab National Bank","Punjab National Bank","Punjab National Bank","Punjab National Bank","Punjab National Bank",PMS,,,
"2021-08-14 11:07:34",37,Manjalpur,Kaushambi,"Villa post Ganpa sirathu kasuahmbi",No,,"[""Manufacturing""]",Other,"foods products ",2016,"foods products ",Micro,Seasonal,Skilled,Skilled,1,2,2,2,2,200000,200000,200000,200000,100000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:13:41",43,"hapur ","Hapur (Panchsheel Nagar)","99 pujabi colony railway road ",No,,"[""Services""]","Leather products",,2018,"shop ",Micro,Perennial,Unskilled,Permanent,,,1,1,2,,,50000,35000,20000,,,,,,,,,,,MRIGI,,,
"2021-08-14 03:11:39",37,"etah ",Etah,"vill narhuli teh jaleser",No,,"[""Manufacturing""]","Repairing & Services",,2021,"repairing ",Small,Casual,Skilled,Skilled,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:29:19",43,"balmiki nagar ","Kushinagar (Padrauna)","belwa chungi  chandel vihar ",No,,"[""Services""]","Food products",,2021,shop,Micro,Perennial,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 10:24:46",37,"Surat Ganj",Barabanki,"will post jhanjhara Barabanki post",No,,"[""Manufacturing""]","Repairing & Services",,2016,"repairing ",Medium,Casual,Semi-Skilled,Permanent,1,1,1,1,1,100000,100000,100000,100000,100000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:15:45",43,sujru,Muzaffarnagar,"1122 kunagar patti ",No,,"[""Services""]","Repairing & Services",,2020,"shop ",Micro,Perennial,Unskilled,Permanent,,,,,1,,,,,50000,,,,,,,,,,,PMEGP/MUDRA,,,
